titles,category
ultraviolet resistance on weft knitted fabric coated by benzotriazoles,생활과학
intelligent techniques and optimization algorithms in textile colour management  a systematic review of applications and prediction accuracy,생활과학
improved flame retardancy and mechanical properties of bacterial cellulose fabrics via solvent exchange and entrapment of zein and gluten,생활과학
multilayer textile based concept for non invasive biosensor platform,생활과학
액티브시니어들이 선호하는 농촌 치유활동 분석   포커스그룹 인터뷰 fgi 를 중심으로,생활과학
청년창업 지원사업 사례지역 분석을 통한 지역연계 강화방안 연구   청년마을과 청년센터를 중심으로  ,생활과학
맞벌이 여부에 따른 식품 구매 및 외식 행태 분석            년 식품 소비 행태 조사 자료 이용,생활과학
광주지역 대학교 기숙사생의 성별 식품 기호도와 기숙사 식당의 시각적 요인의 만족도 조사,생활과학
부채부담 수준에 따른 가계유형별 특성 및 결정요인,생활과학
키워드 네트워크 분석을 활용한 결혼가치관 관련 연구동향 분석,생활과학
우리나라 노인의 가구형태와 식이보충제 복용여부에 따른 영양상태 평가  제 기 국민건강영양조사를 이용하여,생활과학
청년의 비만에 따른 건강 관련 습관  신체활동 및 식생활평가지수            국민건강영양조사 자료 분석 ,생활과학
유아교사의 자율성과 유아 놀이성 간의 관계에서 교사 역량의 매개효과,생활과학
미국인들의 김치에 대한 인식과 소비행태 조사,생활과학
치즈에서 병원성 식중독균 성장 저해를 위한 modified atmosphere packaging map  및 bacteriophage 효과 평가,생활과학
국내 공유주방 안전관리를 위한 스마트 haccp 적용 방안 연구,생활과학
 인 가구 소비자의 밀키트 소비행태와 선택속성에 관한 연구,생활과학
외식 소비자의 음식점 선택속성 중요도 만족도 분석,생활과학
의사결정나무 분석을 활용한 생애주기별  인가구의 생활만족도 예측요인 탐색   부산지역  인가구를 중심으로,생활과학
ar 매직미러 소비자의 자기참조와 공동창조,생활과학
가상현실 쇼핑환경에서의 소비자 심상화 다차원성에 대한 질적 연구,생활과학
교반 및 초음파 처리에 따른 누룽지의 품질 특성 비교,생활과학
패션 브랜드 가니의 지속 가능 프로젝트 사례와 가치   소재 혁신과 순환성을 중심으로,생활과학
자연발생 노인커뮤니티 norc 지역 베이비부머의 자기효능감  성공적 노화  aip의 관계,생활과학
nutritional management for chronic kidney disease undergoing bariatric surgery  a case report,생활과학
 a s behavior change model improves nutrition knowledge and intake among adolescent athletes,생활과학
the effect of synbiotic supplementation on bone complications  anemia  and gastrointestinal function in hemodialysis patients  a double blind randomized clinical trial,생활과학
flaxseed lowers blood pressure in hypertensive subjects  a meta analysis of randomized controlled trials,생활과학
버들송이버섯 성분특성 및 만터우 제조 활용에 관한 연구,생활과학
주박을 이용한 단술로 제조된 모주의 품질 특성과 항산화 활성,생활과학
우리나라 대중성 수산물 이용 활성화를 위한 급식 메뉴 제안  단체급식 수산물 메뉴조사를 기반으로,생활과학
어린이용 요리 밀키트의 일반적 및 교육적 선택 속성에 대한 중요도 만족도 분석,생활과학
대체육 완자의 정량적 묘사분석 및 기호도 연구,생활과학
analysis of preferences and purchase intentions for fashion brands on zepeto,생활과학
중국 진 한     시기의 여성 예복인 곡거심의      의 패턴 및  d 복원 연구,생활과학
현대 패션에 나타난 탈중심 슈트 디자인 특성,생활과학
위루관 사용 아동의 일상복 디자인 개발,생활과학
기원전     세기 아시리아 남자복식에 대한 연구,생활과학
examining the impact of attributes and consumer characteristics influencing loyalty to korean ramen among chinese consumers using structural equation modeling and artificial neural network analysis,생활과학
미국인들의 김치에 대한 인식과 소비행태 조사,생활과학
치즈에서 병원성 식중독균 성장 저해를 위한 modified atmosphere packaging map  및 bacteriophage 효과 평가,생활과학
국내 공유주방 안전관리를 위한 스마트 haccp 적용 방안 연구,생활과학
식생활 라이프스타일에 따른 배달음식 앱 이용현황과 선택속성,생활과학
국내외 뮤지엄 온라인 아트샵의 스카프 상품 조사 연구   영국  미국  한국의 박물관을 중심으로  ,생활과학
한국복식의 깃을 활용한 패션문화상품 패딩조끼 디자인 개발,생활과학
헤어미용 종사자의 직무창의성과 직무열정에 관한 연구,생활과학
analysis of meta fashion item characteristics and  d digital clothing programs  focusing on zepeto platform  ,생활과학
부모의 스마트폰 의존성이 청소년 자녀의 그릿에 미치는 종단적 영향  아동의 스마트폰 의존성과 주의집중의 순차적 매개효과,생활과학
부모의 동기강화양육과 동기저해양육이 청소년의 진로적응력에 미치는 종단적 경로  그릿의 매개 역할,생활과학
어머니의 어릴 적 놀이경험과 여가만족이 어머니 유아 상호작용에 미치는 영향,생활과학
유아교사의 자율성과 유아 놀이성 간의 관계에서 교사 역량의 매개효과,생활과학
아동기에서 초기 청소년기로의 전환기 동안 학업열의와 스마트폰 의존도 간 자기회귀교차지연모형 검증,생활과학
베이비붐 세대와 에코 세대의 가족관계 특성 및 가족관계 만족도 변화궤적,생활과학
초단시간 방문요양보호사의 돌봄노동 경험에 관한 사례연구,생활과학
비행청소년을 대상으로 한 프로그램의 체계적 문헌고찰,생활과학
tck 제 문화 아이들 에 대한 연구동향 분석   국내 학위 및 학술지를 중심으로,생활과학
생태체계적 관점에서 살펴본 다문화아동 청소년의 학교생활 적응 결정요인,생활과학
다문화 청소년의 학교생활적응 영향 요인 탐색,생활과학
사춘기 청소년들의 부모와의 대화에 관한 주관성 연구,생활과학
관계외상을 경험한 대학생의 외상 후 삶에 대한 현상학적 연구,생활과학
영유아 교사의 직무스트레스가 영유아 자율성 지지에 미치는 영향  긍정심리자본의 매개 효과,생활과학
청소년의 스마트폰 의존도와 그릿  학업 열의의 구조적 관계,생활과학
k cdiinfant영아발달검사 표준화 연구,생활과학
유아의 회복탄력성 증진 미술치료 프로그램 개발 및 적용,생활과학
아동양육시설 퇴소 성인의 원가족과 결혼 및 자녀양육 경험에 관한 질적 사례연구 ,생활과학
코로나   팬데믹 시기 영유아 관련 국내 연구의 동향 ,생활과학
장애부모를 돌보는 가족돌봄청년 young carer 의 돌봄부담과 우울 간 관계  부모의 장애로 인한 삶의 부정적 변화 인식의 매개효과에 주목하여,생활과학
대학생이 지각한 청소년기 부모양육태도가 진로준비행동에 미치는 영향  긍정심리자본의 매개효과,생활과학
노인요양시설 내 노인인권 옹호활동 패러다임 모형 개발,생활과학
정신화와 외상 후 성장의 관계에서 정서적 자기노출의 매개효과  아동기 외상경험 대학생을 대상으로,생활과학
텍스트 네트워크 분석을 활용한  무설탕  관련 소비자 인식 연구,생활과학
기능성 원료가 첨가된 식빵의 품질개선에 대한 국내 연구동향 분석,생활과학
가루쌀 분말 첨가 프리믹스 이용 닭튀김의 품질 특성,생활과학
보육교사의 자아탄력성과 직무소진  스트레스 대처행동의 이중 매개 효과,생활과학
서울시 영단주택단지의 잔존 현황 및 도시관리계획 특성에 관한 연구   대한주택공사 주택단지총람           자료를 중심으로  ,생활과학
화장 여부에 따른 여자 고등학생의 자아존중감 차이 완화를 위한 muse 프로젝트 설계 및 효과 분석,생활과학
세대별 결혼가치관의 잠재프로파일 유형 및 각 유형별 영향요인 탐색  성별  가족건강성  자기결정성,생활과학
중학생의 인공지능 리터러시 함양을 위한 가정과 소비생활 영역 교육 프로그램 개발,생활과학
통합보육 역량강화 프로그램이 보육교직원의 통합교육 교수 효능감과 통합에 대한 인식에 미치는 영향,생활과학
다세대 교류형 주택의 커뮤니티 공간 유형 및 프로그램 연구   일본의 관동지방을 중심으로  ,생활과학
시선추적을 이용한 전주 한옥 숙박시설  학인당 에 관한 대학생의 시각적 관심,생활과학
 종 괴경류 히카마  아피오스  돼지감자의 식품 가공 특성 비교,생활과학
풋귤즙 첨가량에 따른 마요네즈의 저장 중 품질특성,생활과학
구운 찹쌀 유과의 조리 공정 및 첨가 재료에 따른 품질 평가,생활과학
장년층의 식생활 라이프스타일에 따른 시장세분별hmr 구입특성 및 제품개발 요구도,생활과학
성인 남녀의 먹방 시청시간에 따른 식행동에 대한 연구,생활과학
콩기름의 반복가열과 시험관내 소화가 콩기름의 산화안정성에 미치는 영향,생활과학
메타버스의 사회적 실재감과 nft 상품 특성이 소비자 만족도 및 지속적 참여의도에 미치는 영향에 관한 연구,생활과학
부르디외 문화이론을 바탕으로 본 한 중 일 전통자수   장과 아비투스 개념을 중심으로  ,생활과학
climate change messages in the fashion industry discussed at cop  ,생활과학
한국 전통복식과 기하추상 예술의 정신적 유사성,생활과학
지기 첸 ziggy chen  남성복 디자인에 나타난 신 중국풍 특성,생활과학
인스타그램 패션 인플루언서 이미지별 스타일링 전략,생활과학
성인  인 가구의 소득수준에 따른 식품섭취 및 영양소 섭취 비교   국민건강영양조사 제 기          년도  자료 활용,생활과학
한부모 가정의 동거부모 성별에 따른 청소년의 식품섭취 분석   청소년건강행태온라인조사          년  활용,생활과학
재가노인복지시설 이용자의 영양교육 체계 구축을 위한 기초 연구  체성분 분석 및 영양관리 카드 활용,생활과학
z세대의 sns 이용행동과 외모표현방식에 대한 탐색적 연구,생활과학
연잎분말 된장소스를 첨가한 양념돈육의 이화학적 품질 특성,생활과학
남성 패션 일러스트레이션에 나타나는 기호학적 특성   모리스의 기호학을 중심으로  ,생활과학
a study on digital textile design using image generative ai,생활과학
패션 디자인과 생성형 ai  창작물의 범주와 윤리적 과제,생활과학
디지털 패션미디어에 표현된 버내큘러 가상이미지 연구,생활과학
소셜미디어 뷰티 인플루언서의 매력성  정보 품질  지속적 이용의도에 관한 연구,생활과학
고등학교 가정과 선택과목 선택요인 분석 및 활성화 방안 탐색  가정과 교사 대상 초점집단면담을 중심으로,생활과학
소셜미디어 내의 또래 체형규범과 체형관련 또래압력이 초기 여자 청소년의 신체이미지 과대왜곡에 미치는 영향,생활과학
천연식품 색소를 첨가한 쌈무의 이화학적 특성 및 항산화 활성,생활과학
농어촌 청년의 생활여건 중요도 만족도 분석 ipa    농어업인 등에 대한 복지실태조사를 중심으로,생활과학
covid   에 관한 자전적 기억으로 보는 긍정편향   청년과 노인 비교,생활과학
요양보호사가 지각한 조직공정성이 이직의도에 미치는 영향   직무스트레스와 조직몰입의 매개효과와 시설 규모에 따른 다집단분석,생활과학
농촌 중 장년층 노후 생활 교육 프로그램 요구도 및 영향요인 연구   성차를 중심으로,생활과학
여군 전투복의 사이즈 보급 현황 분석,생활과학
코로나   시기 의복비 지출의 변화에 관한 연구,생활과학
  세기 여성 복식에 나타난 로코코 양식의 미적 표현,생활과학
붉은 토끼풀 이소플라본의 폐경기 대사증후군 개선 효과에 대한 체계적 고찰,생활과학
대학생이 인식한 주거의미 및   년 후 주거환경계획       년 연구 결과와의 비교분석,생활과학
공공임대주택 거주 고령자의 aging in place를 고려한 지원 프로그램 개발에 관한 연구,생활과학
nutritional intensive support in a pediatric patient with severe traumatic brain injury  a case report,생활과학
nutritional assessment of protein and sodium contents in commercial senior friendly foods,생활과학
dose dependent impacts of omega   fatty acids supplementation on anthropometric variables in patients with cancer  results from a systematic review and meta analysis of randomized clinical trials,생활과학
association of herbal tea and follicle stimulating hormone  anthropometric parameters  and fasting blood glucose levels among polycystic ovarian syndrome women  a systematic review and meta analysis of clinical trials,생활과학
체화된 권리교육과 아동 권리 감수성 간 관계에 대한 기초연구,생활과학
ai를 활용한 지역사회 청소년활동 적용사례,생활과학
패션 브랜드 가상공간에서 메타버스의 속성과 소비자의 지각된 가치,생활과학
     세기 러시아의  그리스도의 변모  이콘에 나타난 러시아성,생활과학
유아교사의 다문화교육 참여 경험이 교사 다문화유아 상호작용에 미치는 영향  다문화 교수효능감의 매개효과,생활과학
범죄피해상담사의 대리외상 경험에 관한 내러티브 탐구,생활과학
긍정심리 성격 강점을 활용한 대인관계 향상 프로그램 효과성 연구  청소년 사례 중심으로,생활과학
집단따돌림 피해 경험에 관한 국내 학술지 연구 동향,생활과학
문화예술전공 중국인 유학생이 인식하는 경제적 어려움이 생활만족에 미치는 영향  차별인식의 조절효과,생활과학
청소년의 범불안장애와 카페인섭취에 따른 식습관과 정신건강  제  차     년  청소년건강행태조사자료를 이용하여,생활과학
아동의 미디어 이용 시간과 삶의 만족도의 관계   신체적 자아상과 자아탄력성의 조절된 매개효과,생활과학
메타버스 이용자의 오락적 경험과 현실도피적 경험이 메타버스 과사용에 미치는 영향   공간적 실재감의 매개효과를 중심으로,생활과학
협력적 소비가치와 친사회적 소비능력이 패션제품의 재분배 태도 및 행동의도에 미치는 영향,생활과학
제로 웨이스트 다니엘의 제로 웨이스트 실천과지속가능성의 가치,생활과학
외모매력과 기대자기가 셀피 촬영 및 공유 태도에 미치는 영향,생활과학
떡볶이 가래떡의 감압 처리에 따른 품질 특성,생활과학
자일라네이즈를 이용한 수용성 아라비노자일란 변형이 밀가루와 생면 품질에 미치는 영향,생활과학
식물성 유지를 이용한 베샤멜 소스의 품질특성,생활과학
effects of distractions such as audio  audiovisual  and hand use on food intake and satiety ratings,생활과학
impact of dietary fiber intake on non alcoholic fatty liver disease risk in korean patients with obesity and type   diabetes mellitus,생활과학
깻잎 분말을 첨가한 마들렌의 품질 특성 및 항산화 효과,생활과학
반응표면분석법을 이용한 자색고구마가루 첨가 타락죽의 제조조건 최적화,생활과학
맞춤형샴푸 사용에 따른 두피상태 변화 추이 연구,생활과학
  대 여성의 상반신 신체 치수 및 체형 변화 연구   제  차  제  차 size korea 직접 측정치를 기준으로  ,생활과학
기혼청년가구의 공공임대주택 입주에 따른 주거만족도와 출산 의향의 변화,생활과학
대학생의 정신건강 지원을 위한 캠퍼스 내 웰빙공간에 대한 연구,생활과학
참여 관찰을 통한 콘크리트와 목조혼합 다세대 주거신축 사례 연구   공동 주거 모델을 위한 목조 플러그인 유닛과 유연한 콘크리트 뼈대구조를 중심으로  ,생활과학
반려동물 관련 갈등 해소를 위한 도시환경 개선방안 연구,생활과학
covid    팬데믹이 아동 발달에 미치는 영향에 관한 연구 동향 분석,생활과학
아버지의 양육참여가 유아기 자녀의 스마트기기 과의존에 미치는 영향 어머니의 양육스트레스와 긍정적 양육행동의 매개효과,생활과학
부모들의 자녀양육 경험을 통한 행복에 관한 주관성 연구,생활과학
어머니 우울이 학령전환기 아동의 집행기능 곤란에 미치는 영향어머니 양육스트레스와 모 자녀 상호작용 활동의 순차적 매개효과,생활과학
도박중독 남편에 대한 아내의 신뢰 상실 경험에 관한 현상학적 연구 ,생활과학
대학생이 인지하는 건강문제 및 건강행태에 대한 질적 연구   식생활과 건강 교양교과 수강생을 대상으로  ,생활과학
물간법으로 제조된 부세굴비의 품질특성,생활과학
가정 내 음식물 쓰레기 배출량에 대한 객관적 평가와 주관적 지각 비교연구,생활과학
고등학교 가정과의 역량 기반 평가 프레임워크 개발,생활과학
    년 전국 가족센터 이용자 대상 가족생활 실태 연구,생활과학
심리적 학교환경특성과 아동의 공동체의식 간의 관계  아동의 또래애착의 종단매개효과,생활과학
자립준비청년의 생활세계 속 실존 체험에 관한 질적 메타분석,생활과학
창자파래분말을 첨가한 영양바의 품질특성,생활과학
유아기 자녀를 둔 어머니의 아동기 모애착이 양육행동에 미치는 영향  성인애착과 결혼만족도의 매개효과,생활과학
세계시민역량 함양을 위한 초등 가정과 세계시민교육 교수   학습 과정안 개발 및 효과 검증,생활과학
신체 불만족을 경험하는 여자 대학생을 위한 인지적 재구성 프로그램 제안,생활과학
에어로젤 방한 재킷 착용시의 기류 유무에 따른 생리   심리학적 특성 분석,생활과학
구증구포 생강 분말을 첨가한 생강 조청의 항산화 활성과 품질특성,생활과학
에어로젤 방한 재킷 착용시의 기류 유무에 따른 생리   심리학적 특성 분석,생활과학
한국인 발의 크기 및 형태 분류 분석  차 사이즈코리아      세 데이터를 중심으로 ,생활과학
한정판 제품에 대한 패션소비자의 기대감과 독특성 욕구가 제품 태도에 미치는 영향,생활과학
노인사회복지시설 입소자 및 이용자의 영양교육 방안 마련을 위한 단면조사연구,생활과학
북한이탈주민 심리상담지원을 위한 실태조사   심리사회적 적응과 상담이용경험 및 요구도를 중심으로 ,생활과학
트랜스글루타미나제의 첨가량과 반응 조건에 따른 조직화된 식물 단백질 기반 유화물의 품질특성,생활과학
갓의 품종 및 수확시기에 따른 항산화 항균의 특성분석,생활과학
코로나   시기 범불안장애 위험 정도와 영양교육 참여 여부에 따른 우리나라 청소년 식생활 및 건강행태에 관한 연구  제  차 청소년건강행태조사 자료를 이용하여,생활과학
서울시                                           ,생활과학
패션에서의 패러디 변화양상에 관한 연구,생활과학
중국 오픈마켓 패션상품의 인기도와 유형이 구매의도에 미치는 영향,생활과학
소비자 스마트니스와 지각된 패션기업 지적자본이 가상세계에서의 가치공동창출행동 의도에 미치는 영향,생활과학
뉴욕타임즈를 통해 분석한 패션산업 내 de i에 관한 신체담론,생활과학
빅데이터의 연관규칙과 브랜드 충성도를 활용한 패션품목 구매패턴과 구매채널 전환패턴 분석,생활과학
b b 섬유 플랫폼 활성화를 위한 웹사이트 평가속성이 추천의도에 미치는 영향,생활과학
다양한 온도와 포장방법이 한우 안심의 저장성에 미치는 영향,생활과학
럭셔리 패션 브랜드 팝업매장에서의 소비자 체험  이미지 인식  구전의도 간의 관계에 관한 연구   독립형과 백화점 입점형 팝업매장을 중심으로  ,생활과학
미용전공 대학생의 학업성취도 및 취업준비행동   인구통계학적 변인을 중심으로  ,생활과학
arterial stiffness index  physical activity and food and nutrient intake  cross sectional study in adults aged    years and older,생활과학
exploring factors of nutrition teachers  intentions for sustainable dietary education in south korea  an application of the theory of planned behavior,생활과학
dietary intake and food sources of essential fatty acids among korean adolescents  a cross sectional study based on the           knhanes data,생활과학
high fat diet alters the thermogenic gene expression to   agonists or    carbon fatty acids in adipocytes derived from the white and brown adipose tissue of mice,생활과학
analysis of eating behavior of indonesian women from multicultural and non multicultural families,생활과학
고지방식이를 섭취한 흰쥐에서 alpinia galanga 추출물과 카페인의 항당뇨 및 지질개선 효과,생활과학
음식배달 앱의 서비스품질과 재사용 의도 관계에서 지각적 가치의 매개효과,생활과학
품종별 목련꽃 첨가 약주의 품질 특성,생활과학
the status of childrens   age      probiotic supplement usage and parental perception of supplementation behavior in chongqing  china,생활과학
effect of thickened beverage and swallowing aid jelly used for dysphagic patients on the disintegration of orally administered tablets,생활과학
snack provision practice in long term care hospitals and facilities in korea,생활과학
스포트막스의 데님 컬처 프로젝트에 나타난 표현 특성,생활과학
mushroom consumption and cardiometabolic health outcomes in the general population  a systematic review,생활과학
effects of rosa multiflora root extract on adipogenesis and lipogenesis in  t  l  adipocytes and sd rat models,생활과학
melittin induces autophagy to alleviate chronic renal failure in     nephrectomized rats and angiotensin ii induced damage in podocytes,생활과학
development of cooking method for senior friendly food using fruits suitable for older adults with masticatory dysfunction,생활과학
higher adherence to a mediterranean type diet is associated with reduced psychosocial stress levels in baby boomers  a cross sectional study,생활과학
analysis of dietary behavior and intake related to glycemic control in patients with type   diabetes aged    years or older in korea  utilizing the  th korea national health and nutrition examination survey            ,생활과학
exploring dietitians  views on digital nutrition educational tools in malaysia  a qualitative study,생활과학
association of hypertension with noodle consumption among korean adults based on the health examinees  hexa  study,생활과학
노인공공임대주택 거주자의 공동체 활성화 요인 추출 연구,생활과학
주거 공간의 정리수납 서비스가 삶의 질에 미치는 영향에 관한 연구,생활과학
 인가구를 위한 제 의 장소로서의 마을커뮤니티공간 연구   광주광역시 동구를 중심으로  ,생활과학
사회적 혼합단지와 임대전용단지 입주민의 주거환경 인식 비교연구,생활과학
국내 집창촌 문화도시재생 현황과 유형 연구,생활과학
다문화 청소년과 어머니의 문화적응 스트레스 및 자아존중감이 다문화 청소년의 삶의 만족도에 미치는 영향 자기 상대방 상호의존모형 apim 의 적용,생활과학
영유아 기질의 유형화 및 영향요인 연구 ,생활과학
초등학교 고학년생의 수면의 질이 우울에 미치는 영향신체활동과 아침식사의 조절효과,생활과학
다문화 청소년 지원 서비스가 학교적응에 미치는 영향과 사회적 지지에 따른 이중문화 수용태도의 조절된 매개효과,생활과학
신중년여성의 사회공헌활동에 관한 주관성 연구정서중심치료기반 힐링미술코칭활동을 중심으로,생활과학
농촌지역 청소년의 정서증진을 위한 생명존중 프로그램 연구,생활과학
비자살적 자해행동 청소년의 푸드아트테라피 사례,생활과학
포스트코로나 시대의 adler의 사회적 관심의 의미와집단상담에의 실천적 함의,생활과학
일반 청소년과 성 소수자 청년의 성문화 특성에 대한 연구,생활과학
한국인 식생활지침에 기반한 노인의 식행동 평가항목 개발,생활과학
채식 선택 속성에 따른 채식 시장세분화 연구,생활과학
수도권 일부 지역 청소년의 영양지수 등급에 따른영양소 섭취와 식행동 실태 비교 연구,생활과학
한국 청소년의 건강 식생활 실천과 당뇨병 전단계 간 연관성 연구,생활과학
리보플라빈의 염증성 장질환 개선 효과,생활과학
사용자 특성별 스마트하우징 주거서비스 이용 실태 및 선호도 조사,생활과학
찾아가는 마이홈센터 주거복지사의 전문직 인식,생활과학
맥파 hrv  실험에 대한 분석과 감성평가를 통한 주거공간 치유디자인 방법 모색,생활과학
대한가정학회지 연구 동향 및 공저자 네트워크 분석           년 게재 논문을 중심으로,생활과학
covid    팬데믹 기간 중 체중변화에 따른 식생활 관리 필요성에 대한 연구  광주광역시 중년여성을 대상으로,생활과학
어머니의 초기부모애착과 사회적 관심  애착 불안과 애착 회피를 중심으로,생활과학
창의적 학교환경과 아동의 행복감 간의 관계에서 학교적응의 매개효과,생활과학
예비 가정과교사의 메타버스를 활용한 교수설계 역량 증진을 위한 수업 사례연구,생활과학
청소년이 지각한 부모의 비난이 학습된 무기력에 미치는 영향에서 역기능적 메타인지신념과 반추의 순차적 매개효과,생활과학
중국 출신 고학력 결혼이주여성들의 자녀 초등학교 선택에 관한 질적 사례연구,생활과학
 세 영아의 부정적 정서에 대한 교사의 감정코칭이 영아의 사회 정서적 유능성에 미치는 영향  교사 영아 상호작용의 매개효과,생활과학
기혼남녀의 자아분화가 결혼만족도에 미치는 영향  세대 간 지원의 조절효과,생활과학
일상재구성법 day reconstruction method 을 통해 살펴본 기혼 중년여성의 일상경험과 정서,생활과학
영양교사 직무의미척도의 개발과 타당화 연구,생활과학
연하보조식 점도 조절 가이드를 위한 국과 음료류의 점도증진제 첨가 조건 설정,생활과학
covid    엔데믹 상황에서 소비자들의 레스토랑 방문의도에 관한 연구,생활과학
사물인터넷 iot  기반 스마트 급식안전관리시스템 imeal  개발 및 이를 적용한 어린이 급식소용 음식의 위생모니터링,생활과학
correlation between sodium intake and obesity with related factors among koreans  a cross sectional study on dietary intake and eating habits,생활과학
effect of web based personalized nutrition management on gut microbiota in korean patients with irritable bowel syndrome aged between    and    years,생활과학
지속 가능 럭셔리 마케팅의 메시지 프레이밍이 브랜드 평가에 미치는 영향,생활과학
awareness  attitude  and behavior of global and korean consumers towards vegan fashion consumption  a social big data analysis,생활과학
골프 스윙궤적 및 비거리 향상을 위한 기능성 골프 이너웨어의 테이핑 기법 연구,생활과학
아버지의 긍정적인 양육 태도가 만  세 영아의 사회 정서발달에 미치는 영향   어머니 문지기 역할의 조절효과,생활과학
뷰티 브랜드 커뮤니티에서의 개방형 협업 특성이 공동가치창출 성과에 미치는 영향   협력적 혁신 네트워크를 중심으로,생활과학
윤리적 소비를 위한 바이콧과 보이콧에 영향을 미치는 요인,생활과학
기부자 특성에 따른 의류 기부 동기의 차이 연구,생활과학
취반기구에 따른 밥과 누룽지의 품질 특성 비교 분석,생활과학
한복 교복의 디자인 사례 분석  한복진흥센터 한복 교복 보급사업을 중심으로,생활과학
알약형 무선 심부온 센서의 최적 연하 시간 결정     시간 연속 측정 직장온과의 비교,생활과학
한국 가임기 여성의 혈청 비타민 a 수준과 빈혈의 연관성  제 기            국민건강영양조사를 이용하여,생활과학
정년퇴직한 교장의 생활적응에 관한 질적 연구,생활과학
버추얼 인플루언서의 특성이 패션제품 구매의도에 미치는 영향  모방욕구의 매개효과를 중심으로,생활과학
브랜드 남녀 공용 스웨트셔츠 치수체계 분석,생활과학
an investigation on fitting dummies for the making of women s clothing in their   s   s,생활과학
교육과정 개정에 따른 중  고등학교  의생활산업  관련 교육내용 분석,생활과학
캐드 교육을 위한 yuka와 clo의 패턴 제도 기능 비교  스커트패턴을 중심으로,생활과학
인체공학적 패턴 교육을 위한 새로운 교수법 제안   d 모델링 기반으로 제작한 half scale body form를 이용하여 스커트패턴을 중심으로,생활과학
sns 뷰티 인플루언서 특성이 인플루언서 신뢰 및 구전 의도에 미치는 영향  스커트패턴을 중심으로,생활과학
청소년을 위한 화장품 및 미용 교육프로그램 만족도 연구  광주광역시  청소년 화장품 안전사용교육 을 중심으로 ,생활과학
섬유 환경규제 대응을 위한 재직자 교육과정 개선방안 연구,생활과학
감염병 대응 개인보호복의 동작성 및 열적 쾌적성  보호 수준 및 여성 착용자 체격의 영향,생활과학
풋귤  유자  감귤과피 첨가 약주의 품질특성 및 항산화효과,생활과학
ipa kano 모델을 이용한 현지 라면과 수입 라면의 속성 비교 분석   중국 시장내 한국 라면을 중심으로  ,생활과학
영 유아 어머니의 이유식 지식수준 및 간편 이유식에 대한 인식,생활과학
사용자 특성별 스마트하우징 주거서비스 이용 실태 및 선호도 조사,생활과학
고령자용 공공임대주택 단위세대의 실내 쾌적성 관련 공간계획특성 분석,생활과학
맥파 hrv  실험에 대한 분석과 감성평가를 통한 주거공간 치유디자인 방법 모색,생활과학
대한가정학회지 연구 동향 및 공저자 네트워크 분석           년 게재 논문을 중심으로,생활과학
covid    팬데믹 기간 중 체중변화에 따른 식생활 관리 필요성에 대한 연구  광주광역시 중년여성을 대상으로,생활과학
어머니의 초기부모애착과 사회적 관심  애착 불안과 애착 회피를 중심으로,생활과학
창의적 학교환경과 아동의 행복감 간의 관계에서 학교적응의 매개효과,생활과학
청소년이 지각한 부모의 비난이 학습된 무기력에 미치는 영향에서 역기능적 메타인지신념과 반추의 순차적 매개효과,생활과학
중국 출신 고학력 결혼이주여성들의 자녀 초등학교 선택에 관한 질적 사례연구,생활과학
 세 영아의 부정적 정서에 대한 교사의 감정코칭이 영아의 사회 정서적 유능성에 미치는 영향  교사 영아 상호작용의 매개효과,생활과학
기혼남녀의 자아분화가 결혼만족도에 미치는 영향  세대 간 지원의 조절효과,생활과학
일상재구성법 day reconstruction method 을 통해 살펴본 기혼 중년여성의 일상경험과 정서,생활과학
effects of an in vitro vitamin d treatment on the inflammatory responses in visceral adipose tissue from ldlr    mice,생활과학
effect of onion  allium cepa l   peel extract on natural killer cell and cytokines in a randomized  double blind  placebo controlled trial,생활과학
combination of oxaliplatin and   carotene suppresses colorectal cancer by regulating cell cycle  apoptosis  and cancer stemness in vitro,생활과학
daraesoon  shoot of hardy kiwi  mitigates hyperglycemia in db db mice by alleviating insulin resistance and inflammation,생활과학
the impact of probiotics and vitamin c on the prevention of upper respiratory tract symptoms in two preschool children cohorts,생활과학
positive effects of anthocyanin rich mulberry milk on mental health problems in the working population  an open label study,생활과학
associations between food consumption dietary habits and the risks of obesity  type   diabetes  and hypertension  a cross sectional study in jakarta  indonesia,생활과학
association between dietary fiber intake and low muscle strength among korean adults,생활과학
effects of multidisciplinary health promotion program among children in community childcare center,생활과학
effects of soy bread on cardiovascular risk factor  inflammation and oxidative stress in women with active rheumatoid arthritis  a randomized double blind controlled trial,생활과학
the association between food quality score  fqs  and metabolic syndrome risk factors in overweight and obese individuals  a cross sectional study,생활과학
optimization of automatic classification for women s pants based on the swin transformer model,생활과학
wearable textile antennas  investigation on material variants  fabrication methods  design and application,생활과학
functional performance of a novel compression top for female throwing athletes,생활과학
enhanced content based fashion recommendation system through deep ensemble classifier with transfer learning,생활과학
multi pose dress simulation of fully fashioned knitted skirt based on loop structure,생활과학
morphing torso mannequin for pressure measurement and scoliotic brace efficacy evaluation,생활과학
영상매체에 표현된 샬럿 charlotte  여왕 복식의 표현효과   들롱 이론을 중심으로  ,생활과학
마테차박 추출물의 침지가 닭고기 소시지의 품질 및 항산화 활성에 미치는 영향,생활과학
