titles,category
오목 멤브레인의 저차 고유치 미 추출 문제 극복을 위한 분할 영역법 기반 무차원동영향함수법 개발  제 부 예제 연구 및 고찰 ,공학
비선형 현가 특성을 갖는 하이퍼루프 캡슐차량의 수직방향 반능동 진동제어,공학
유전알고리즘에 의한 johnson champoux allard 모델의 비음향학적 파라미터 추정,공학
전기차 일체형 모터 감속기 축 거동과 기어 진동 상관관계에 대한 연구,공학
a study on laser welding for dissimilar metals of aluminum and copper using pulsed fiber laser,공학
a depth camera based evaluation method for total knee arthroplasty  tka  simulation  cross sectional angle measurement of  d printed knee joint,공학
데크와 체결장치의 결합력 평가를 위한 휨 실험,공학
고성능 클링커 시멘트의 co  배출량과 이를 기반으로 제조한 콘크리트의 특성,공학
재유화형 분말 폴리머 혼입률에 따른 콘크리트 단면 복구용 시멘트계 보수재료의 특성,공학
콘크리트에 매립된 소형  형강의 부착강도 평가,공학
유지관리용 pcd 및 파라메트릭 기반 옹벽 bim 모델 생성 기술 개발,공학
열차 주행 시 아스팔트 콘크리트 궤도 상부구조의 성능 및 안전성 평가,공학
가속도 데이터를 활용한 fft 분석 기반의 다층 골조 구조물 시스템 식별 및 교정,공학
제방 유지관리체계 개선을 위한 노후도 평가방안 제시,공학
교량의 데이터 기반 이종손상과 열화환경 상관성 분석,공학
opc 대체용 산업부산물을 혼입한 시멘트 모르타르의 압축강도와 내구성,공학
면진장치를 적용한 스카이 브릿지의 안전성 평가,공학
approach to receptance coupling substructure analysis based on full receptance estimation of sub assembly using the modal fitting method,공학
고속철도 성토 구간 침하 원인분석 및 creep 침하 거동 예측을 통한 대책 방안 제안,공학
열수송관 매설환경 데이터 구축 및 파손경향 분석,공학
 차원 라이다 계측을 활용한 옹벽 구조물 안정성 평가 사례,공학
 차원 수리모형을 이용한 댐 직하류 만곡부에서의 흐름 및 하상변동 해석,공학
공동주택 비에너지 공공데이터와 용도별 연간 에너지 사용량 상관성 분석,공학
고온 다습한 기후에서 스마트 온실의 냉방 효율 최적화를 위한 축열조 및 냉동기 성능 분석,공학
experimental investigations and optimization of surface roughness using response surface methodology coupled with genetic algorithm and particle swarm optimization techniques in grinding of inconel    ,공학
a thermal preload analysis method of angular ball bearing considering temperature rise,공학
공칭 궤환 제어 시스템의 역 모델을 이용한 반복 학습 제어기 설계,공학
q 필터의 시정수를 고려한 외란 관측기 기반 제어시스템의 공칭 성능 회복,공학
first order 최적화 기법을 활용한 다수 무인기의 협력적 충돌 회피 궤적 설계 기법,공학
마그네토미터 보정 데이터의 이상치 제거가 타원체 피팅기반 보정성능에 미치는 영향,공학
유사도에 기반한 텍스트전용 이미지 캡셔닝 연구,공학
극초음속 비행체의 비선형 적응 제어 기반 조종루프 설계 및 해석,공학
자율주행 차량의 스테레오 카메라 이미지의 instance segmentation을 이용한  차원 다중 객체 추적,공학
thermal infrared와 rgb 카메라 융합을 이용한 강건한 장소 인식 방법,공학
직하방 안전 감시 시스템을 위한 자기 주의 증류 기반  차원 회전 객체 인식 방법,공학
지방의료원  인병실 적용에 따른 기능효율성에 관한 건축계획적 연구   간호거점에서 병상까지의 평균거리를 중심으로,공학
정신응급환자를 위한 안정실 모듈 실내 환경 디자인 가이드라인 연구,공학
탄화수소를 활용한 실리콘 음극재 탄소 코팅 동향,공학
이산화탄소 메탄화 촉매의 최근 연구 동향  ni ceo 를 중심으로,공학
이산화탄소 전환을 통한 고체 탄소 소재 합성 기술 동향,공학
효과적인 종양 국소 부위 광역학 치료를 위한 활성 산소 분해성 하이드로겔,공학
고출력 리튬이온전지를 위한 cuo 코팅된 타이타늄 나이오븀 옥사이드,공학
나노스크래치 테스트를 활용한 가압 조건에 따른 ag 박막의 접합력 및 접합에너지 분석,공학
cobalt catalyst supported on nitrogen doped metal organic frameworks  mof  derived carbon electrodes for lithium sulfur cells,공학
effects of high efficiency digestion system and microbial diversity with internal recirculation,공학
reversible smart freezing visualization materials for black ice indicator,공학
multiple allergen simultaneous test for food allergens cannot screen wheat dependent  exercise induced anaphylaxis and   gal syndrome,의학학
validation of devices for the five times sit to stand test  comparing plantar pressure and head motion analysis with manual measurement,의학학
concurrent association of multifocality  bilaterality  and recurrence in pediatric papillary thyroid cancer patients,의학학
experiences of surgical approach for aortoduodenal fistula repairs in abdominal aortic aneurysm patients,의학학
virtual reality based cognitive behavior therapy for major depressive disorder  an alternative to pharmacotherapy for reducing suicidality,의학학
reanalysis of next generation sequencing data in patients with hypertrophic cardiomyopathy  contribution of spliceogenic mybpc  variants in an italian cohort,의학학
reclassification of myelodysplastic neoplasms according to the      world health organization classification and the      international consensus classification using open source data  focus on sf b   and tp    mutated myelodysplastic neoplasms,의학학
the first korean case of man b   congenital disorder of glycosylation diagnosed using whole exome sequencing and matrix assisted laser desorption ionization time of flight mass spectrometry,의학학
feasibility of circulating tumor dna detection in the cerebrospinal fluid of patients with central nervous system involvement in large b cell lymphoma,의학학
interinstitutional comparison of vancomycin area under the concentration time curve estimation in korea  need for standardized operational protocols for therapeutic drug monitoring consultation,의학학
endogenous thrombin potential level helps predict high blood loss in patients undergoing cardiac surgery,의학학
a case of bidirectional abo  and rhd incompatible liver transplantation in a mongolian patient with asian type del,의학학
advancing laboratory medicine practice with machine learning  swift yet exact,의학학
development and validation of a novel isotope dilution ultraperformance liquid chromatography tandem mass spectrometry method for serum c peptide,의학학
rare non cryptic nup   rearrangements associated with myeloid neoplasms and their poor prognostic impact,의학학
optimization of biological therapy selection in rheumatoid arthritis  insights into anemia and interleukin   pathway,의학학
assessment of disease activity and quality of life of korean patients with rheumatoid arthritis,의학학
smoking experience before adulthood is associated with an increased risk of developing ulcerative colitis in adult ex smokers,의학학
comparison of patients who were not evaluated and lost to follow up with multidrug rifampin resistant tuberculosis in south korea,의학학
predisposing risk factors affecting reversibility of left ventricular diastolic filling pattern in patients with preserved ejection fraction,의학학
ability of the capillary electrophoresis based hba c assay to detect rare hemoglobin variants,의학학
toward high quality real world laboratory data in the era of healthcare big data,의학학
laboratory data as a potential source of bias in healthcare artificial intelligence and machine learning models,의학학
carrier frequency and incidence of mutyh  associated polyposis based on database analysis in east asians and koreans,의학학
evaluation of the disk diffusion test for bacteroides fragilis group clinical isolates,의학학
assessing the relevance of non molecular prognostic systems for myelodysplastic syndrome in the era of next generation sequencing,의학학
cutaneous infection caused by prototheca wickerhamii identified using vitek ms following pretreatment with a mold extraction protocol  a case report,의학학
endoscopic diagnosis of early gastric cancer and high risk gastritis,의학학
association between oral health and gastric cancer in korean adults,의학학
pathological evaluation of the therapeutic effects of argon plasma coagulation in gastric low grade dysplasia,의학학
helicobacter pylori isolation and antibiotic susceptibility testing using rapidly frozen biopsy samples,의학학
gastrojejunocolic fistula  a late complication after gastrojejunostomy,의학학
gastric ulcer bleeding caused by systemic inflammatory response to mycobacterial bacteremia,의학학
memoir of seroepidemiological study of helicobacter pylori infection in asymptomatic people in south korea started in     ,의학학
female endoscopists in gastroenterology,의학학
fungal infections  rising threats  diagnostic challenges  and the path forward for clinical microbiology laboratories,의학학
current nonculture based diagnosis of candidemia,의학학
risk of inaccurate species identification by matrix assisted laser desorption ionization time of flight mass spectrometry and of false carbapenem resistance by automated susceptibility analysis of enterobacter spp ,의학학
severe corrosive injury secondary to chlorine bleach ingestion  a case report,의학학
role of the small intestinal microbiota in gastrointestinal disorders,의학학
association between oral microbiota and gastrointestinal extra gastrointestinal diseases,의학학
the relationship of dysbiosis of duodenal microbiome and functional dyspepsia,의학학
candida and candidemia in korea,의학학
current epidemiology and implication for microbiological diagnosis of cryptococcal infections in korea,의학학
fungal identification based on the polyphasic approach  a clinical practice guideline,의학학
충남지역 야생멧돼지 일본뇌염 항체 유병률 조사,의학학
effects of opioid sparing general anesthesia on postoperative nausea and vomiting in laparoscopic gynecological surgery,의학학
dexmedetomidine alleviates cocl  induced hypoxic cellular damage in ins   cells by regulating autophagy,의학학
구강노쇠와 연하장애  구강기능 평가를 위한 조음교대운동의 활용 가능성,의학학
닭대장균 혈청형 o   유래 생백신 후보주의 안전성 평가,의학학
renal implications of pneumoperitoneum in laparoscopic surgery  mechanisms  risk factors  and preventive strategies,의학학
comparison of remimazolam and midazolam for preventing intraoperative nausea and vomiting during cesarean section under spinal anesthesia  a randomized controlled trial,의학학
reverse tube direction and epistaxis in left nasotracheal intubation  a randomized controlled trial,의학학
comparison of postoperative outcomes after cranial neurosurgery using propofol based total intravenous anesthesia versus inhalation anesthesia  a nationwide cohort study in south korea,의학학
경피적 내시경 위루술의 최신 지견,의학학
국내 뇌성마비 아동의 침흘림 유병률 및 실태 조사,의학학
중환자실에서의 구강위생관리,의학학
연하장애를 초래하는 후두의 염증성 질환과 전신 질환,의학학
a rare case of eosinophilic esophagitis accompanied by oropharyngeal dysphagia and aspiration,의학학
the awareness of sports physicians about relative energy deficiency in sport,의학학
lower extremity biomechanical comparison analysis of single leg drop landing among normal foot and flat foot,의학학
effect of ankle joint flexion angle on lower extremity muscle activity and break point angle during nordic hamstring exercises in amateur soccer players,의학학
joint association of relative grip strength and regular exercise participation with nonalcoholic fatty liver disease  a prospective cohort study,의학학
effects of plyometric training and resistance training on shoulder proprioception and neuromuscular control in overhead sports club members,의학학
effectiveness of a mobile application based home exercise program for postpartum women with abdominal wall dysfunction,의학학
positioning and preparation errors impacting dental panoramic radiographs in patients with mixed dentition,의학학
gastric leiomyosarcoma in a himalayan cat,의학학
correlation between body condition score and serum biochemical parameters in hanwoo cattle,의학학
comparison of acid base disorders in cats using traditional  stewart  and fencl stewart methods,의학학
absence of anti leptospira antibodies in stray dogs suggests alternative reservoirs            study in seoul,의학학
development and validation of the covid    infection fear scale in a collectivist cultural context  a study from south korea,의학학
what is excessive  the screening frequency of online sexual activities among community and subclinical males,의학학
forbearance coping  community resilience  family resilience and mental health during the post pandemic in china  a moderated mediation model,의학학
the influence of the field of view and voxel size on the contrast to noise ratio in cone beam computed tomography imaging,의학학
the effects of the antiviral agent t      on various serotypes of foot and mouth disease virus,의학학
impact of body condition score on tidal volume requirements in mechanically ventilated dogs,의학학
new technique for incision site selection in laparoscopic assisted minilaparotomy for canine fistula,의학학
analysis of root number and canal morphology of maxillary premolars using cone beam computed tomography,의학학
간경변증 환자에서 발생한 급성 신손상에 대한 치료 알고리즘,의학학
근치적 절제술 후   년 만에 발생한 위암의 이시성 직장 전이  증례보고,의학학
젊은 여성에서 발생한 특발성 담도 소실 증후군  증례 보고,의학학
십이지장 유두부에 감돈된 총담관 담석의 임상적 특징,의학학
abdominal obesity increases the risk for depression by sex  a nationwide cohort study in south korea,의학학
prevalence of influenza a  c and d viruses in korean swine farms,의학학
투시장비를 이용한 중재 시술 중 의료 방사선 중재 시술자의 방사선 노출 최소화를 위한 권고안,의학학
pediatric inguinal hernia surgery  recent strategies and techniques,의학학
influence of orthodontic bracket block out materials on superimposition errors when substituting scanned dental imaging data onto computed tomography images,의학학
artificial intelligence application in endodontics  a narrative review,의학학
코 성형 초심자를 위한 교육 도구로써 더미 코 모델의 효과,의학학
갑상선 절제술 후 배액관 유치가 혈종 예방에 도움이 되는가 ,의학학
이관 내에 국한된 아스페르길루스 진균구  예,의학학
effect of a metal artifact reduction algorithm on cone beam computed tomography scans of titanium and zirconia implants within and outside the field of view,의학학
expression of beam hardening artifacts on horizontally stitched cone beam computed tomography images,의학학
isolated ocular tilt reaction in unilateral thalamic infarction  a short case report,의학학
suboptimal doses of antimalarials relative to increasing body weight and the risk of plasmodium vivax recurrence in the republic of korea armed forces           ,의학학
a regression analysis study on the presence of pain in specific body regions based on smartphone usage posture  smartphone addiction  smartphone usage patterns,의학학
preoperative comparison of shoulder muscle strength and functional outcomes in rotator cuff tear patients,의학학
translation and cross cultural adaptation  a critical step in multi national survey studies,의학학
characteristics of pediatric ulcerative colitis at diagnosis in korea  results from a multicenter  registry based  inception cohort study,의학학
effect of the robot assisted gait training frequency on balance and gait in stroke patients in convalescent rehabilitation hospitals  a preliminary study,의학학
carbon stock assessment of a reforestation site within mt  arayat protected landscape  pampanga  philippines,농수해양
assessing the performance of a new gum arabic harvesting tool through the insight of gum producers in the gum belt of sudan,농수해양
competition and slope effect on wood basic density and its variation among tree species and within individual trees in a dry afromontane forest,농수해양
the controversy of social forestry policy  public reaction on the ministry of environment and forestry decree no           khdpk in java  indonesia,농수해양
evaluation of statistical and machine learning models using satellite data to estimate aboveground biomass  a study in vietnam tropical forests,농수해양
 참동진 영호진미  재조합집단을 이용한 품질 관련 양적형질 유전자좌 분석,농수해양
옥수수 배가반수체 육종 기술  새로운 패러다임,농수해양
국내 밀 품종 육성을 위한 밀 육종 연구동향,농수해양
breath figure array 기법을 이용한 polyethylene glycol의 첨가에 따른 cellulose acetate 기반 유도체 필름의 특성 분석,농수해양
대나무 펄프 기반의 공기 정화 필터용 원지 특성 평가,농수해양
랜덤포레스트를 이용한 셀룰로오스 아세테이트의 치환도 예측 모델링과 변수 중요도 분석,농수해양
벼멸구 저항성 유전자 도입에 따른 벼 후대계통의 수량관련형질의 연관 분석,농수해양
 오대   운봉  호  재조합자식계통 집단을 이용한 잎 크기 형질에 대한 qtl 분석,농수해양
the trap of presumption  a case study of agricultural research for early detection of brown planthopper damage in rice fields,농수해양
근적외선분광법을 이용한 밀 종자 발아 예측,농수해양
충남평야지 적응 만생종 중간찰 벼  다품 ,농수해양
논 적응성 향상 기계화 소분지 고착협 콩 품종  장풍 ,농수해양
곰보배추 추출물의 항산화 및 산화적 스트레스로부터 유도된 신경세포 손상에 대한 보호 효과,농수해양
어성초와 비수리 유기용매 분획물의 독감바이러스에 대한 항바이러스 활성,농수해양
오미자 부산물을 이용한 발효식초의 기능성 및 항미생물 활성 분석,농수해양
흑삼의 진세노사이드 rg   rk  및 rg  분석법 검증을 위한 가이드라인,농수해양
생명공학적 접근과의 융합을 통한 폐플라스틱의 업사이클링,농수해양
작은노란대구멍장이버섯 균사체 배양액의 항염증 활성,농수해양
u      유도의 사람 혈소판에서 cyclic nucleotide의 조절을 통한 arteanoflavone의 항혈전 효과,농수해양
국내 해조류의 미네랄 및 trihalomethane 함량과 식이섭취 위해도,농수해양
uplc qtof ms 및 다변량 통계분석 기법을 이용한 천궁 cnidii rhizoma  의 경북지역 산지 및 수확시기별 화학적 마커 선정,농수해양
팥 vigna angularis  willd   ohwi   h  ohashi  품종의 화학적 마커와 비교하여 항당뇨병 활성에 영향을 미치는 요인을 식별하기 위한 대사체학 접근법,농수해양
우산나물 syneilesis palmata maxim  종자 추출물의 항산화 및   glucosidase 저해 활성,농수해양
icr 마우스에서 보리수 열매 추출물의 피부 보습 효과,농수해양
고추 재배지에서 완효성 비료의 아산화질소 발생 저감 효과 검정,농수해양
휘발성 식물 정유 성분인 geraniol  thymol과 o vanillin의 배추 무름병 방제와 작물 잔류특성,농수해양
겨울구멍장이버섯 균사체 배양액의 항염증 활성,농수해양
인간모유두세포에서 갯방풍과 천심련 추출물이 모발 성장에 미치는 영향,농수해양
streptococcus mutans의 생물막 생성에 대한 l arginine과 홍삼박 n hexane 추출물의 병용 효과,농수해양
ifn  로 유도한 raw      대식세포에서 엉겅퀴 cirsium japonicum var  maackii  유래 flavone 성분들의 면역증진 효과,농수해양
흰점박이꽃무지 유충 추출물의 scopolamine 유도 기억력 손상에 대한 보호 효과,농수해양
impact of environmental conditions on the early growth of the endangered korean fir  abies koreana e h wilson   insights for conservation and restoration strategies,농수해양
surface sterilization and moist storage conditions for recalcitrant seeds of three asian tree species,농수해양
새순이 크고 수확량이 많은 조생성 두릅나무  영춘 ,농수해양
한해와 도복에 강한 조생 사료용 트리티케일  신조성 ,농수해양
재배 용이한 연내 수확 만감류 신품종  미래향  육성,농수해양
yolov  딥러닝 모델을 통한 새싹 채소의 부위별 길이 측정,농수해양
배추 자원별 유전자형 변이가 배추 소포자배양 효율성에 미치는 영향,농수해양
현초 에탄올 추출물의 혈소판응집 억제 및 항산화효과,농수해양
안토시아닌 함유 얼룩찰옥수수  미현찰 ,농수해양
조기재배용 분질고구마  진다미 ,농수해양
고지방식이를 제공한 마우스에서 모로 오렌지  산사나무 열매  타마린드 과육  돌외 잎 추출물 투여를 통한 혈중 지질대사 개선,농수해양
pectolinarin의 c  glial 세포에서 h o 로 유도된 산화적 스트레스 개선 효과,농수해양
살리실산 유도체의 멜라닌 억제효과 및 미백효과  ethyl    hexyloxy  benzoate  hexyl    hexyloxy  benzoate,농수해양
b  f  세포에서 cantharellus applanatus 추출물의 미백 활성,농수해양
생강나무 꽃차 추출물의 항산화 및 lps로 유도된 염증반응에 대한 raw       대식세포 보호 효과,농수해양
베트남 자생식물 engelhardia spicata lechen ex blume 추출물의 미백 효과,농수해양
애기장대 gata  에 의한 식물 이차 세포벽 형성 주요 유전자의 조절,농수해양
nmr  uplc qtof ms 및 다변량 통계분석을 통한 지황의 원산지 판별,농수해양
lps로 유도된 raw       마우스 대식세포에서 대환분 선인장  opuntia robusta  추출물의 항염증 효과,농수해양
채색 재료가 한지의 열화 거동에 미치는 영향,농수해양
흑액 기반 리그닌 추출을 위한 필터프레스 여과포 물성 평가,농수해양
가둠틀 초지도구로 제작된 전통한지에 대한 고찰,농수해양
코팅 처리에 의한 펄프섬유몰딩 품질 개선 연구,농수해양
방사선 가교 기반 하이드로겔의 제조 조건 최적화 연구   제 보  원료 혼합 비율이 하이드로겔 특성에 미치는 영향  ,농수해양
옻칠 한지의 품질 특성  한중일 옻칠의 물리적   광학적 변화 분석,농수해양
전자빔 조사를 이용한 친환경 하이드로겔의 제조 및 특성,농수해양
characterization of intsia spp  from indonesia using microsatellite markers,농수해양
enhancing highland ecosystems in east hararge  ethiopia  evaluating intervention strategies for species diversity  soil organic carbon stock  and carbon sequestration,농수해양
rapid spread and high prevalence of the gall rust pathogen uromycladium falcatariae in stands of falcataria falcata,농수해양
한국 미기록종 adrapsa notigera  butler         나비목  태극나방과 수염나방아과 에 대한 보고,농수해양
sacred forests as repositories of local biodiversity in africa  a systematic review,농수해양
residual characteristics of picoxystrobin  flufenoxuron  and teflubenzuron in chinese matrimony vine by heat drying treatment,농수해양
analysis of reservoir flood inflow and outflow  case study of o eo reservoir,농수해양
effects of exports of agricultural products on regional economy  in case of the miryang area,농수해양
characteristics analysis of millennials  types classified by multivariate methods  based on consumption values and their food purchasing behavior via online,농수해양
analysis of consumption status for expanding consumption of elderly friendly foods  using a survey,농수해양
taxonomic study of the plant bug species proboscidocoris varicornis  jakovlev        using morphological and molecular data,농수해양
effect of preharvest spray of avg and sprayable   mcp on fruit quality in ga    treated  wonhwang  pears,농수해양
a study on cultivation models and mechanization rates for onion cultivation standardization  focusing on the gyeongsangnam do,농수해양
study for the development of policy through a survey on the current status of food industry in chungnam area,농수해양
development of overtopping protection system using gabion retaining wall in deteriorated agricultural reservoir embankment,농수해양
projected distribution of rhododendron micranthum turcz  in limestone areas under two climate scenarios using maxent,농수해양
analysis of driving axle and pto power transmission efficiency of an    kw class single motor electric tractor,농수해양
water stress level classification of sweet potato using infrared thermal imaging and plant growth indicators,농수해양
antibacterial effect of parsnip  pastinaca sativa  against escherichia coli o    h   salmonella typhimurium  and listeria monocytogenes,농수해양
comparative assessments of risk from salmonella spp  and listeria monocytogenes in raw and processed vegetables from retail to consumption at home,농수해양
intense pulsed light에 의해 유도된 pseudomonas aeruginosa의 dna 및 세포 손상에 대한 평가,농수해양
탄산음료에 첨가된 아로니아 미세캡슐의 안토시아닌 안정성 연구,농수해양
당화효소를 이용한 보리소주의 발효특성 및 향기성분,농수해양
경북지역 전통 누룩으로부터 막걸리 양조 우수 곰팡이의 탐색 및 특성 연구,농수해양
재가열 조리방법이 강황을 첨가한 냉동 피시볼의 산화안정성과 품질에 미치는 영향,농수해양
배로부터 추출된 석세포의 정량분석을 위한 분석법 밸리데이션,농수해양
수산화 칼슘 보충제의 피부세포 증식 향상을 통한 상처 치유 효과,농수해양
new trazodone derivatives  synthesis  molecular docking and their biological activity study as anticancer  antibacterial  antimicrobial agents,농수해양
the aging dependent contribution of brain derived neurotrophic factor  bdnf  to psychiatric and neurodegenerative disorders,농수해양
specific functions and therapeutic applications of micrornas in aging and age related diseases,농수해양
an undescribed anti inflammatory meroterpenoid from the brown alga sargassum macrocarpum,농수해양
preparation and properties of silane modified cellulose nanofiber and its blended bio polyurethane based composites film,농수해양
sustainable growth strategy of the paper industry in the artificial intelligence era,농수해양
mechanism of antimicrobial peptide amp    for inhibition of aspergillus flavus,농수해양
carbon stock and analysis on factors influencing in quercus mongolica stand at mt  gariwang  south korea,농수해양
study on the effects of immune modulatory substances  probiotics  microalgae  and trifoliate orange peel extract  to improve intestinal health in piglets,농수해양
analyzing changes in media coverage of forest roads from      to       a text mining approach,농수해양
growth responses of pinus densiflora and betula platyphylla seedlings by soil improvement treatment in a nursery,농수해양
울산덧배기춤      년대 울산주민들의 향토춤에서 주요동작에 관한 고찰,예술체육
rca 빌딩의 실내 벽화 연구  진보를 통한 유토피아니즘,예술체육
독일 킨더오퍼와 한국의 어린이를 위한 오페라의 공연 및 운영 분석 연구,예술체육
장애 자녀를 둔 어머니 대상 의미지향 노래심리치료 사례,예술체육
발레를 형성한 문화  시간  사람들의 이야기,예술체육
호갑   및 어책영자    의 가죽 식별 연구  국립고궁박물관 소장 유물을 중심으로 ,예술체육
조선 초기 왕세자 책봉례   의 변천과 특징,예술체육
 곤여전도병풍 배접지            속   세기  익산군 호적대장 의 해제와 연구의 가능성,예술체육
 인흥군 안태의궤        ,예술체육
q방법론을 활용한 전통춤 재구성과 재창작에 관한 인식 분석,예술체육
장애연극의연기  극단애인과극단카탈리즈의훈련법을중심으로,예술체육
예술의 개념과 대문자 시  하이데거의 예술론 고찰,예술체육
영화에 대한 믿음의 불가사의한 지속  시대구분을 통한 이미지와 내러티브 사이의 관계에 대한 탐구,예술체육
유현목의 영상과 실험적 예술영화의 의미,예술체육
한국연극의 정체성 재고    ,예술체육
크리스티안 페촐트 감독의  트랜짓   유령화에 의한  낯익은 낯섦 unheimlich  의 변주,예술체육
트레싱지를 활용한 그림책에 나타난 시간의 특성,예술체육
아흐네스 블록의 정원 페이버호프를 통해 살펴본 여성적 우정과 연대,예술체육
 칼리스토  la calisto       와       세기 카발리 르네상스,예술체육
브람스 독일 레퀴엠 네 손을 위한 피아노 편곡의 구조적 특징 분석,예술체육
북한의 음악 활용 사상통제의 역사와 한계,예술체육
파충류의 뇌와 포유류의 뇌  유제니오 바르바의 연출론을 읽는 방법,예술체육
영조  의 관찬   서적 간행 정책과 실행 방식,예술체육
조선왕실 궁중행사도 속의 일월오봉도 연구,예술체육
일제강점기 종교건축물의 전용  과 활용    보천교    십일전   에서 조계사 대웅전으로 ,예술체육
조선 후기 서산 사명 진영과 삼대사 진영의 형성과 변화,예술체육
중국 근대 사료를 통해 본 민영익     과 천심죽재      ,예술체육
석지     채용신     의 생애와 화조 영모화,예술체육
명말 금릉    의 희곡 삽화 연구  공연 무대형과 원림형 삽화풍을 중심으로,예술체육
 특별강연록  게일 gail  허 huh  여사의 기증과 그 주변 국외문화재 환수의 의미와 과정에 대한 일고찰,예술체육
중국 당대     천수천안관음보살 도상의 형성과 전개,예술체육
생성형 ai를 활용한 뷰티 융합교과목 개발연구,예술체육
일제강점기 한국의 전통 무예 스포츠의 변용과 그 역사적 의미,예술체육
sport diplomacy and global politics in the twenty first century,예술체육
the interplay of soft power and sharp power in sport diplomacy  a conceptual framework,예술체육
sport  soft power and cultural relations,예술체육
a typology of countries using place branding through sport,예술체육
unification of the two koreas  comparative examination of media coverage on the unified women s ice hockey team across south korea  the united states  and china,예술체육
china s stadium diplomacy in africa,예술체육
people to people sports diplomacy   israel start up nation  in the      tour de france,예술체육
청헌파의 대두와 하동 쌍계사 대웅보전 목조삼세불상의 종합적 연구,예술체육
하동 쌍계사 사천왕상 연구,예술체육
하동 쌍계사 기사문수 기상보현동자상 연구,예술체육
조선 후기 경기 화승과 승려문중,예술체육
송대 광동성 조주요의 무역도자 고찰,예술체육
하이든 건반 협주곡의 성격과 독주악기에 관한 연구,예술체육
주름 개선 기능성화장품의 선택속성이 브랜드이미지 및 고객신뢰에 미치는 영향,예술체육
미용종사자의 직무적합성이 조직성과와 경영성과에 미치는 영향,예술체육
기능성 화장품 표시 광고에 대한 소비자의 광고 태도가 행동 의도에 미치는 영향,예술체육
미용학과 대학생의 회복탄력성이 대학생활적응과 진로결정수준에 미치는 영향,예술체육
china s stadium diplomacy in africa,예술체육
people to people sports diplomacy   israel start up nation  in the      tour de france,예술체육
청헌파의 대두와 하동 쌍계사 대웅보전 목조삼세불상의 종합적 연구,예술체육
하동 쌍계사 사천왕상 연구,예술체육
하동 쌍계사 기사문수 기상보현동자상 연구,예술체육
조선 후기 경기 화승과 승려문중,예술체육
송대 광동성 조주요의 무역도자 고찰,예술체육
신라 왕궁사원 내제석궁      사지의 안압지 남쪽 위치와 안압지 판불 금동석가삼존불상의 종합적 연구,예술체육
하이든 건반 협주곡의 성격과 독주악기에 관한 연구,예술체육
     개정 교육과정에서 미술과 서술형 논술형 평가의 교육적 의의 및 적용 방향성,예술체육
대화중심 감상법과 시각화 표현 활동 중심의 미술교육 프로그램이 중학생의 긍정적인 인간관계 형성에 미치는 영향,예술체육
미술과 교사 교육에서 디지털 기반 내러티브 교육과정에 대한 델파이 연구,예술체육
포스트휴머니즘 시대의 ai 인공지능  미술 수업 사례를 통한 미술 교육 방향 탐구  중학교 미술 교육을 중심으로,예술체육
느린 학습자를 위한 맞춤형 미술교육 전략에 대한 방안 모색  교사 내러티브 분석을 중심으로,예술체육
ai 시대에 미술을 가르치는 사람  미술교사의 역할 재탐색,예술체육
스크린골프장의 서비스스케이프가 재방문 의도에 미치는 영향   sns 신뢰에 따른 조절효과,예술체육
파크골프장의 서비스스케이프  감정적 반응  행동의도 간의 구조적 관계,예술체육
의미연결망 분석을 활용한 골프 산업의 특허 및 실용신안에 대한 기술 동향,예술체육
일반계고 혁신학교의 고교학점제 학사운영 및 체육교과 융합수업 모니터링 연구  g고등학교의 고교학점제 운영사례,예술체육
체육고등학생이 인지한 코칭행동과 문제대처행동  체육고등학생 스트레스의 관계,예술체육
체육정책에 따른 중국 스트리트볼의 참여 경험이 남성 대학생의 운동지속의도에 미치는 영향,예술체육
운동 중재가 성인 비만인의 혈중지질 변화에 미치는 효과   체계적 문헌고찰 및 메타분석,예술체육
스포츠 브랜드 숏폼 광고 속성이 광고 태도  브랜드 태도 및 구매 의도에 미치는 영향,예술체육
텍스트 마이닝 기법을 활용한  골프공 에 관한 키워드 분석,예술체육
한국과 중국 활의 전개 양상 및 교류사 검토,예술체육
성인의 신체활동 특성이 우울에 미치는 영향   로지스틱 회귀분석 적용,예술체육
 교시 체육에 참여한 중학생들의 건강습관 형성 및 학습 집중력 향상에 대한 연구,예술체육
산업연관분석을 이용한 스포츠 이벤트의 지역경제 파급효과 분석,예술체육
sport diplomacy and sport for development sfd  a discourse of challenges and opportunity,예술체육
학예사의 문화 향유에 관한 내러티브 탐구  피에르 부르디외의 문화자본 이론을 중심으로,예술체육
학교 체육 상해 사고에서의 중국 위험인수 원칙의 응용   논의  원인 및 개선 전략 연구,예술체육
선택적 함구증 아동의 자기표현 향상을 위한 인간중심 미술치료 단일 사례연구,예술체육
창의성과 상상력 교육으로서 미술교육의 방향성,예술체육
생태학적 전환을 위한 미술교육 접근으로서  존재 감각적 만들기   팀 잉골드의  만들기 making   개념에 대한 철학적 고찰,예술체육
디지털 대전환 시대 하이터치 교육으로서 미술과 사회정서학습  a sel  제안,예술체육
       발간을 통한 연구 축적 및 이론적 체계 정립을 통한 정통성과 정체성 확립,예술체육
내적 심상의 은유적 풍경 작업을 통한 감정 소통 경험에 대한 자전적 내러티브 탐구,예술체육
